IDALOJAMIENTO,DIRECCION,NUMHABITACION,TIPOHABITACION,TIPOOPHAB
10248,79281 Tennyson Street,2,Compartida,PersonaNatural
10249,9 Merchant Park,2,Compartida,PersonaNatural
10250,9 1st Center,1,Compartida,PersonaNatural
10251,4522 Vera Terrace,2,Compartida,PersonaNatural
10252,41 Sutherland Road,1,Compartida,PersonaNatural
10253,178 Stone Corner Parkway,1,Individual,PersonaNatural
10254,2605 Holy Cross Road,2,Compartida,PersonaNatural
10255,9914 Green Ridge Park,2,Individual,PersonaNatural
10256,103 Logan Junction,4,Compartida,PersonaNatural
10257,02616 Ohio Court,1,Individual,PersonaNatural
10258,4169 Moland Street,3,Compartida,PersonaNatural
10259,115 Vahlen Hill,3,Individual,PersonaNatural
10260,8 Annamark Plaza,1,Compartida,PersonaNatural
